One Piece - Édition originale - Tome 24: Croire en ses rêves,7.99,,978-2723494809,https://m.media-amazon.com/images/I/91vWN5Kpp+L._SY522_.jpg,Glénat Manga; Illustrated édition (3 janvier 2014),Eiichiro Oda
One Piece - Édition originale - Tome 25: L'homme qui valait 100 millions,6.99,,978-2723494816,https://m.media-amazon.com/images/I/91C3JUchxGL._SY522_.jpg,Glénat Manga; Illustrated édition (3 janvier 2014),Eiichiro Oda
One Piece - Édition originale - Tome 27: Prélude,7.99,,978-2723494830,https://m.media-amazon.com/images/I/91jk5jBa-pL._SY522_.jpg,Glénat Manga; Illustrated édition (3 janvier 2014),Eiichiro Oda
One Piece - Édition originale - Tome 31: Nous sommes là,7.99,,978-2723498593,https://m.media-amazon.com/images/I/91c3AWK3bbL._SY522_.jpg,Glénat Manga; Illustrated édition (3 janvier 2014),Eiichiro Oda
One Piece - Édition originale - Tome 29: Oratorio,7.99,,978-2723494854,https://m.media-amazon.com/images/I/91FwaxdGWBL._SY522_.jpg,Glénat Manga; Illustrated édition (3 janvier 2014),Eiichiro Oda
DANDADAN T11,7.99,,978-2820350220,https://m.media-amazon.com/images/I/81XghjIf6EL._SY522_.jpg,Crunchyroll; Illustrated édition (17 avril 2024),Yukinobu Tatsu
"One piece, Volume 32",7.99,,978-2723498609,https://m.media-amazon.com/images/I/910VVcscsLL._SY522_.jpg,Glénat Manga; Illustrated édition (3 janvier 2014),Eiichiro Oda
Solo Leveling T14,14.95,"Lorsque d'étranges portails sont apparus aux quatre coins du monde, l'humanité a dû trouver une parade pour ne pas finir massacrée par les griffes des monstres des monstres qui en sortent. Dans le même temps, certaines personnes ont développé des capacités permettant de les chasser. Ces combattants intrépides n'hésitent pas à foncer au coeur des donjons pour combattre les créatures qu'ils abritent.",978-2382882917,https://m.media-amazon.com/images/I/71JGcnah6TL._SY522_.jpg,Kbooks (21 août 2024),DUBU(REDICE STUDIO)
"One piece, Volume 30",7.99,,978-2723494861,https://m.media-amazon.com/images/I/91jzMaXTmHL._SY522_.jpg,Glénat Manga; Illustrated édition (3 janvier 2014),Eiichiro Oda
Spy x Family - T8 (8),7.2,Sauvez le monde avec l'élite des agents (très) spéciaux : la famille Forger ! Une comédie d'espionnage pétillante !,978-2380712957,https://m.media-amazon.com/images/I/61pFKMistvL._SY522_.jpg,Kurokawa; Illustrated édition (30 juin 2022),Tatsuya Endo
Dragon Ball Super - Tome 20,7.99,,978-2344059593,https://m.media-amazon.com/images/I/81-muPwa5qL._SY522_.jpg,Glénat Manga; Illustrated édition (23 août 2023),Akira Toriyama
Kaiju N°8 T10,7.99,"Équipé du modèle n° 10, la toute première arme kaiju dotée de sa conscience propre, Hoshina parvient non sans heurts à élever son potentiel de combat pour triompher de la meute de kaiju opposés à lui. Une bataille de gagnée, mais pas la guerre : au même moment, six giga-kaiju surgissent dans le secteur d'Ôizumi où se trouve Kafka. La situation prend une tournure catastrophique, mais un renfort inattendu entre en scène !",978-2820346483,https://m.media-amazon.com/images/I/81idymj-24L._SY522_.jpg,Crunchyroll; Illustrated édition (22 novembre 2023),Naoya Matsumoto
Coffret Demon Slayer T07 à T12,43.74,"Après leur violent combat contre les démons et grâce aux soins prodigués par Shinobu, l'un des neuf piliers des pourfendeurs de démons, Tanjiro et ses compagnons ont pu guérir de leurs blessures et ont appris à maîtriser la technique du souffle permanent. Une nouvelle mission les attend déjà : ils embarquent à bord du train de l'infini avec Rengoku, le pilier de la flamme, afin de tuer un démon qui s'y cache ! Mais avant même d'avoir pu dégainer leur sabre, ils se retrouvent prisonniers de rêves démoniaques... Nos héros parviendront-ils à échapper à ce piège où la réalité et l'illusion s'emmêlent jusqu'à la mort ?",979-1039111737,https://m.media-amazon.com/images/I/71PHdciXTSL._SY522_.jpg,Panini; Edition spéciale (16 novembre 2022),Koyoharu Gotouge
Fairy Tail - 100 Years Quest T16,7.99,"Alors qu’ils affrontent la guilde des alchimistes, les mages de Fairy Tail rencontrent enfin Athena, l’arme ultime anti-dragons divins qu’ils cherchaient ! Malheureusement, elle est détruite sous leurs yeux par son mentor, maître Duke ! Devant un acte aussi cruel et violent de l’ennemi, Natsu déchaîne sa colère ! Il découvre alors qu’en réalité, derrière Duke, c’est Bielness Kinjin qui tire les ficelles... Un nouveau combat s’engage contre la très puissante guilde de Gold Owl, et ce sont les soeurs Signario qui ouvrent les hostilités ! Beaucoup de mystères entourent encore les dragons divins, et il faut préparer un plan pour vaincre Bielness !",978-2811690502,https://m.media-amazon.com/images/I/81d3soFuGkL._SY522_.jpg,Pika; Illustrated édition (15 mai 2024),Hiro Mashima
One Piece - Coffret Marine Ford (Tomes 54 à 61),55.92,,978-2344062685,https://m.media-amazon.com/images/I/71oXKSyXPqL._SY522_.jpg,Glénat Manga; Illustrated édition (5 juin 2024),Eiichiro Oda
Jujutsu Kaisen T22,7.99,Engloutir les ténèbres pour mieux les combattre !,979-1032716205,https://m.media-amazon.com/images/I/71ztSBmgi2L._SY522_.jpg,Ki-oon; Illustrated édition (4 janvier 2024),Gege Akutami
Shangri-la Frontier - Tome 12,7.99,"Dans la réalité, Rakuro se rend au GGC sur l'invitation de Kei. Sur un nouveau terrain de jeu, issu de la même “lignée” que",978-2344061312,https://m.media-amazon.com/images/I/81lvpGGqTiL._SY522_.jpg,Glénat Manga; Illustrated édition (17 avril 2024),Katarina
Coffret Demon Slayer T19 à T23,36.45,"Le combat fait rage entre Doma, la deuxième lune supérieure et les pourfendeurs Kanao et Inosuke. Les deux jeunes guerriers, tremblant de colère, parviendront-ils à venger tous ceux que Doma a dévorés ? Non loin de là dans la Forteresse Infinie, Mitsuri Kanroji, le pilier de l'Amour, et Obanai Iguro, le pilier du Serpent, font face à la nouvelle quatrième lune supérieure, tandis que Muichiro Tokito, le pilier de la brume, se retrouve face à la première lune supérieure, qui lui fait une étrange révélation sur sa famille...",979-1039112154,https://m.media-amazon.com/images/I/71qWeC1vFxL._SY522_.jpg,Panini; Edition spéciale (16 novembre 2022),Koyoharu Gotouge
Edens Zero T29,7.99,,978-2811686130,https://m.media-amazon.com/images/I/81tqIgIQHQL._SY522_.jpg,Pika; Illustrated édition (15 mai 2024),Hiro Mashima
Black Butler - Tome 33,7.99,"Bard, qui ne s'entend pas avec Lau, décide de faire cavalier seul pour mettre son plan à exécution. Mais suite à une apparition inattendue, il se retrouve entre la vie et la mort. Lui qui a survécu à plusieurs guerres, et qui n'a jamais cessé de vagabonder, il se retrouve soudain entouré par des champs de blé dorés...",978-2505126249,https://m.media-amazon.com/images/I/81M+gocO5yL._SY522_.jpg,KANA; Illustrated édition (26 avril 2024),Yana Toboso
CHAINSAW MAN T17- EDITION COLLECTOR,19.99,,978-2820350442,https://m.media-amazon.com/images/I/01PkLIhTX3L.gif,Crunchyroll (18 septembre 2024),XXX
Frieren T08 - Édition collector,12.95,Que deviennent les héros une fois le mal vaincu ?,979-1032713198,https://m.media-amazon.com/images/I/71WbI5Y5RzL._SY522_.jpg,Ki-oon; Edition spéciale (8 juin 2023),Kanehito Yamada
